Reading, Time (micro), X Coord, Y Coord
462,6849661,0.573743,1.88235
463,6861107,0.572954,1.92444
464,6871676,0.571497,1.95087
465,6882304,0.569895,1.96629
466,6894383,0.567961,1.98063
467,6904652,0.566166,1.9946
468,6915883,0.564666,2.00358
469,6927545,0.563754,2.0069
470,6938774,0.562902,2.01056
471,6949093,0.562302,2.01434
472,6961042,0.56206,2.01641
473,6972018,0.561995,2.01849
474,6982401,0.561699,2.02002
475,6994317,0.561098,2.01965
476,7005220,0.560815,2.01788
477,7015647,0.560485,2.01679
478,7027669,0.560695,2.0259
479,7038639,0.560195,2.03918
480,7048864,0.56082,2.06276
481,7327155,0.612641,1.96669
482,7338235,0.612306,1.94213
483,7348586,0.609733,1.8943
484,7360638,0.599986,1.76986
485,7371528,0.580412,1.59204
486,7382147,0.547006,1.3574
487,7393937,0.505446,1.13575
488,7405097,0.462291,0.949294
489,7415377,0.418511,0.79303
490,7427237,0.380668,0.68049
491,7438233,0.349012,0.603852
492,7448760,0.32365,0.554549
493,7460675,0.302651,0.517419
494,7471600,0.286183,0.492681
495,7481875,0.272535,0.474023
496,7493954,0.260552,0.462934
497,7505625,0.250638,0.456257
498,7515076,0.242051,0.452376
499,7527158,0.235166,0.449715
500,7538212,0.229221,0.446299
501,7548514,0.224252,0.443685
502,7560433,0.220021,0.441596
503,7571419,0.21642,0.439833
504,7581841,0.213272,0.439755
505,7593697,0.210695,0.439141
506,7604857,0.208669,0.437987
507,7615213,0.208228,0.437261
508,7627107,0.208346,0.437595
509,7638218,0.209136,0.439962
510,7648471,0.209493,0.441295
511,7660387,0.210113,0.443488
512,7671502,0.210529,0.445345
513,7681913,0.210934,0.44711
514,7693766,0.211338,0.448319
515,7704876,0.211768,0.449277
516,7715143,0.212216,0.450149
517,7727006,0.212781,0.450907
518,7738089,0.213108,0.452032
519,7748437,0.213348,0.452669
520,7760324,0.213789,0.452952
521,7771947,0.214143,0.452682
522,7781701,0.214451,0.45253
523,7793603,0.214602,0.452301
524,7804717,0.214806,0.451923
525,7815050,0.214907,0.451528
526,7827015,0.214579,0.451524
527,7837987,0.214476,0.451359
528,7848381,0.214402,0.451572
529,7860289,0.214325,0.450843
530,7871263,0.214456,0.450612
531,7881597,0.214539,0.450805
532,7893632,0.214671,0.451102
533,7904585,0.214292,0.451252
534,7915031,0.21374,0.451086
535,7926936,0.213032,0.450572
536,7937840,0.212361,0.449924
537,7948330,0.211818,0.449579
538,7960198,0.211139,0.449556
539,7971200,0.210719,0.449412
540,7981623,0.210358,0.449002
541,7993487,0.210103,0.448931
542,8004554,0.210023,0.449112
543,8014852,0.210079,0.448885
544,8026691,0.210632,0.448736
545,8037936,0.210731,0.448584
546,8048251,0.210826,0.44859
547,8060233,0.210699,0.448583
548,8071351,0.210801,0.448234
549,8081924,0.210777,0.44749
550,8093446,0.210597,0.446738
551,8104650,0.210444,0.446339
552,8114925,0.210364,0.446097
553,8126600,0.210461,0.44566
554,8137935,0.21044,0.445227
555,8148171,0.210433,0.44495
556,8160823,0.210338,0.444698
557,8171148,0.210288,0.444188
558,8181551,0.21005,0.443658
559,8193220,0.209781,0.443473
560,8206290,0.209575,0.443222
561,8214717,0.209468,0.442957
562,8226669,0.209416,0.442851
563,8237692,0.209242,0.442807
564,8248087,0.209057,0.442868
565,8259929,0.208676,0.442892
566,8271013,0.208203,0.44332
567,8281373,0.207829,0.443866
568,8293287,0.207582,0.444408
569,8304290,0.207444,0.444611
570,8314726,0.20734,0.444867
571,8326554,0.207339,0.444664
572,8337669,0.207573,0.444499
573,8347974,0.207771,0.444404
574,8359980,0.207981,0.444411
575,8370985,0.208107,0.444322
576,8381396,0.208178,0.444301
577,8393295,0.208148,0.444276
578,8404476,0.208156,0.444751
579,8414763,0.208213,0.445096
580,8426625,0.208284,0.445301
581,8437743,0.208094,0.445061
582,8448019,0.207874,0.44487
583,8460354,0.207802,0.444541
584,8471116,0.209361,0.444311
585,8481253,0.212298,0.444086
586,8493048,0.216261,0.444423
587,8504318,0.219531,0.445044
588,8514744,0.222381,0.445451
589,8526636,0.225034,0.445696
590,8537719,0.227413,0.446147
591,8547872,0.22958,0.446647
592,8559731,0.231581,0.447136
593,8570854,0.233469,0.447378
594,8581273,0.235085,0.447537
595,8593206,0.23662,0.448057
596,8604164,0.237797,0.448577
597,8614505,0.238897,0.449266
598,8626597,0.240169,0.449768
599,8637369,0.241419,0.450258
600,8647864,0.24265,0.450571
601,8659809,0.243885,0.45052
602,8670737,0.245084,0.450173
603,8681067,0.246268,0.449875
604,8692989,0.247332,0.449671
605,8704118,0.248366,0.44936
606,8714582,0.249279,0.44899
607,8726401,0.249932,0.448465
608,8737383,0.250392,0.448176
609,8747777,0.250818,0.447807
610,8759547,0.251089,0.447288
611,8770610,0.251733,0.446555
612,8780975,0.252239,0.445863
613,8792923,0.252725,0.445116
614,8804016,0.253041,0.444742
615,8814416,0.253462,0.444392
616,8826176,0.254082,0.444519
617,8837313,0.254529,0.444617
618,8848516,0.254954,0.444724
619,8859460,0.255294,0.444524
620,8870554,0.255636,0.443803
621,8880945,0.255982,0.443128
622,8892798,0.256321,0.442663
623,8903814,0.25672,0.442629
624,8914213,0.257085,0.442451
625,8926083,0.257461,0.442231
626,8937069,0.257796,0.442119
627,8947456,0.25815,0.442237
628,8959491,0.258472,0.442501
629,8970473,0.25887,0.442608
630,8980810,0.260199,0.442775
631,8992734,0.269355,0.441945
632,9003717,0.296874,0.440314
633,9014104,0.341337,0.438034
634,9026067,0.400343,0.436841
635,9036961,0.461946,0.435574
636,9047425,0.514691,0.434037
637,9059294,0.5556,0.432197
638,9070473,0.587697,0.430518
639,9080802,0.612996,0.42934
640,9092615,0.63349,0.428336
641,9103566,0.650439,0.427577
642,9114105,0.664403,0.427085
643,9126151,0.676001,0.426389
644,9137013,0.685163,0.425691
645,9147232,0.693098,0.424876
646,9159350,0.700208,0.424208
647,9170060,0.706307,0.423439
648,9180793,0.711648,0.423011
649,9192506,0.716017,0.422809
650,9203500,0.720072,0.422773
651,9213938,0.723542,0.422794
652,9225986,0.726656,0.422841
653,9236820,0.729321,0.423024
654,9247305,0.731461,0.42302
655,9259092,0.733155,0.422727
656,9270184,0.73483,0.422287
657,9280590,0.736303,0.421947
658,9292610,0.737598,0.421946
659,9303492,0.738716,0.421992
660,9313862,0.740548,0.421754
661,9325733,0.746528,0.421039
662,9336689,0.758782,0.419639
663,9347246,0.774556,0.417999
664,9359053,0.789449,0.416296
665,9370034,0.802437,0.415119
666,9380573,0.813482,0.414046
667,9392379,0.822781,0.413661
668,9403346,0.83061,0.413173
669,9413920,0.837307,0.412736
670,9425728,0.843024,0.412458
671,9436625,0.848033,0.412371
672,9447075,0.852515,0.412548
673,9459027,0.856808,0.412345
674,9469944,0.86075,0.411757
675,9480501,0.864419,0.410807
676,9492392,0.867535,0.409973
677,9504026,0.870139,0.409376
678,9513833,0.872385,0.408822
679,9525712,0.874431,0.40838
680,9536497,0.876248,0.408336
681,9547041,0.877833,0.408119
682,9559027,0.879092,0.40799
683,9569989,0.880239,0.407514
684,9580464,0.881302,0.407192
685,9592314,0.882538,0.406931
686,9603232,0.883561,0.406498
687,9613607,0.884541,0.406572
688,9625732,0.88544,0.406325
689,9636522,0.885114,0.406313
690,9646819,0.880408,0.406345
691,9658873,0.861057,0.405722
692,9669824,0.812001,0.405256
693,9680262,0.737792,0.404421
694,9692304,0.652058,0.403918
695,9703154,0.55801,0.404275
696,9713744,0.473131,0.405638
697,9725626,0.408785,0.40633
698,9736540,0.358808,0.407484
699,9746853,0.32032,0.408553
700,9758775,0.290543,0.409644
701,9770483,0.268799,0.409711
702,9780373,0.251947,0.409991
703,9792253,0.239083,0.410391
704,9803192,0.228262,0.411088
705,9813519,0.219541,0.411672
706,9825559,0.212519,0.412047
707,9836438,0.206893,0.412637
708,9846838,0.201781,0.412769
709,9858789,0.197058,0.412995
710,9869924,0.1937,0.412629
711,9880099,0.190812,0.412454
712,9892057,0.188586,0.412266
713,9902987,0.186311,0.412204
714,9913481,0.185671,0.412413
715,9925335,0.187197,0.412856
716,9936426,0.189607,0.413512
717,9946741,0.192291,0.414358
718,9958748,0.194312,0.415153
719,9969776,0.196564,0.415626
720,9980210,0.198584,0.416219
721,9991918,0.200343,0.416708
722,10003048,0.201716,0.417593
723,10013380,0.203024,0.418444
724,10025728,0.203985,0.419102
725,10036383,0.205182,0.419425
726,10046650,0.206019,0.4196
727,10058700,0.206755,0.419871
728,10069567,0.206872,0.420442
729,10080017,0.207093,0.420703
730,10091990,0.207737,0.420989
731,10103006,0.208552,0.42174
732,10113346,0.209229,0.422309
733,10125199,0.209439,0.422652
734,10136289,0.209594,0.422329
735,10146638,0.209786,0.422396
736,10159344,0.210263,0.422882
737,10169573,0.210413,0.423469
738,10179849,0.210581,0.423835
739,10191927,0.210539,0.423976
740,10202832,0.210962,0.424164
741,10213266,0.211292,0.424247
742,10225223,0.21165,0.424186
743,10236076,0.211756,0.423709
744,10246535,0.211775,0.423431
745,10258543,0.211823,0.422826
746,10269380,0.211913,0.422785
747,10279778,0.212106,0.422781
748,10291735,0.2121,0.423177
749,10302811,0.212422,0.423567
750,10313204,0.212674,0.423806
751,10325137,0.213203,0.424287
752,10336223,0.213484,0.42416
753,10346316,0.213848,0.424006
754,10358464,0.213999,0.423665
755,10369335,0.214072,0.423522
756,10379855,0.214133,0.423294
757,10391844,0.214258,0.42288
758,10402768,0.214439,0.422683
759,10413074,0.214522,0.422334
760,10425147,0.214612,0.422048
761,10436154,0.214755,0.42167
762,10446541,0.214894,0.421404
763,10458356,0.215011,0.421251
764,10469199,0.21509,0.421193
765,10479653,0.215164,0.421343
766,10491572,0.215316,0.421817
767,10502609,0.215474,0.421797
768,10513133,0.21556,0.421594
769,10524715,0.215574,0.421067
770,10535936,0.2155,0.421223
771,10546256,0.215527,0.421561
772,10558101,0.215595,0.422321
773,10569353,0.215681,0.422522
774,10579619,0.215729,0.422585
775,10591412,0.215565,0.422547
776,10602709,0.215446,0.422846
777,10612850,0.215387,0.423339
778,10624875,0.215296,0.423497
779,10635984,0.215222,0.423578
780,10646226,0.215083,0.423593
781,10658081,0.215139,0.423765
782,10669203,0.215185,0.423792
783,10679457,0.215253,0.423803
784,10691442,0.215477,0.423853
785,10702529,0.215531,0.423732
786,10712745,0.215698,0.423545
787,10724771,0.215926,0.423241
788,10735922,0.216169,0.423115
789,10746104,0.216314,0.423039
790,10758072,0.216328,0.422382
791,10769139,0.21632,0.422025
792,10779494,0.215161,0.422542
793,10791253,0.21157,0.425885
794,10802317,0.198444,0.442065
795,10812754,0.175755,0.475796
796,10824652,0.151547,0.513566
797,10835827,0.121408,0.566072
798,10846219,0.0875972,0.627776
799,10857973,0.0538214,0.689545
800,10868910,0.0239353,0.749341
801,10879427,-0.00205449,0.80063
802,10891279,-0.0238741,0.843054
803,10902322,-0.043321,0.876087
804,10912587,-0.059018,0.901827
805,10924692,-0.0715309,0.922911
806,10935565,-0.0822139,0.940707
807,10945718,-0.0913315,0.954827
808,10957878,-0.0997085,0.965693
809,10969002,-0.106447,0.974207
810,10979268,-0.112249,0.981092
811,10991114,-0.117417,0.987422
812,11002128,-0.122444,0.993092
813,11012559,-0.126908,0.997958
814,11024347,-0.128803,0.993421
815,11035533,-0.128229,0.981779
816,11045949,-0.126649,0.962095
817,11057888,-0.124006,0.928052
818,11068755,-0.120536,0.88878
819,11079234,-0.116882,0.850552
820,11091081,-0.113266,0.815888
821,11102215,-0.110208,0.787579
822,11112573,-0.107524,0.76293
823,11124453,-0.105149,0.742257
824,11135355,-0.102983,0.724375
825,11145984,-0.100967,0.709308
826,11157873,-0.099061,0.695812
827,11168624,-0.0974096,0.684273
828,11179185,-0.0957975,0.6747
829,11191062,-0.0939673,0.666654
830,11202107,-0.0921621,0.659206
831,11212572,-0.0904046,0.652551
832,11224410,-0.0886392,0.646741
833,11235273,-0.0869092,0.641827
834,11245867,-0.0853401,0.637644
835,11257810,-0.084172,0.633721
836,11268635,-0.083213,0.630367
837,11278906,-0.0824043,0.627346
838,11290960,-0.0816173,0.624824
839,11301914,-0.0807675,0.622332
840,11312448,-0.0798658,0.620024
841,11324259,-0.0788695,0.618076
842,11335282,-0.0781584,0.616458
843,11345788,-0.0775525,0.614863
844,11357712,-0.0771267,0.612934
845,11368490,-0.0766636,0.611351
846,11378775,-0.076211,0.609732
847,11390809,-0.0736532,0.607387
848,11402010,-0.0633188,0.602558
849,11412324,-0.0414603,0.594701
850,11424346,-0.00872171,0.584836
851,11435344,0.0229471,0.5752
852,11445730,0.0493358,0.567225
853,11457620,0.0720854,0.55988
854,11468503,0.0907242,0.553799
855,11478763,0.10611,0.54849
