Reading, Time (micro), X Coord, Y Coord,
3829,43852302,0.403527,0.724717,
3830,43864269,0.401574,0.725546,
3831,43875224,0.39955,0.726272,
3832,43885544,0.397733,0.727026,
3833,43897514,0.396199,0.727565,
3834,43908524,0.394889,0.728069,
3835,43918993,0.393789,0.728497,
3836,43930879,0.392641,0.72906,
3837,43941850,0.391526,0.730372,
3838,43952279,0.390248,0.733064,
3839,43964236,0.389057,0.737311,
3840,43975142,0.388014,0.742393,
3841,43985550,0.387096,0.746803,
3842,43997515,0.386349,0.750979,
3843,44008437,0.3856,0.754508,
3844,44018884,0.384992,0.758088,
3845,44030833,0.384482,0.761527,
3846,44041698,0.384071,0.764432,
3847,44052093,0.383742,0.766965,
3848,44064125,0.38341,0.76892,
3849,44074986,0.383237,0.770673,
3850,44085525,0.383029,0.772431,
3851,44097422,0.382758,0.774432,
3852,44108326,0.382111,0.776768,
3853,44118782,0.381537,0.778893,
3854,44130678,0.381069,0.780631,
3855,44141539,0.380847,0.782173,
3856,44152037,0.380662,0.783222,
3857,44164000,0.380481,0.784102,
3858,44174866,0.380176,0.784762,
3859,44185285,0.379853,0.785528,
3860,44197409,0.379824,0.786239,
3861,44208240,0.379867,0.786877,
3862,44218699,0.380101,0.787865,
3863,44230653,0.381455,0.789124,
3864,44241528,0.38382,0.790578,
3865,44252051,0.387188,0.792016,
3866,44263886,0.390274,0.793373,
3867,44274799,0.393635,0.794651,
3868,44285253,0.396693,0.795371,
3869,44297201,0.399179,0.795838,
3870,44308119,0.401421,0.796393,
3871,44318461,0.403542,0.797153,
3872,44330546,0.40574,0.798063,
3873,44341451,0.407816,0.798616,
3874,44351819,0.409686,0.798891,
3875,44363818,0.411272,0.799385,
3876,44374694,0.412364,0.800331,
3877,44385208,0.413363,0.801644,
3878,44397161,0.414228,0.802512,
3879,44407978,0.415096,0.802991,
3880,44418461,0.415885,0.803076,
3881,44430412,0.416674,0.80299,
3882,44441212,0.417641,0.802915,
3883,44451729,0.418605,0.802964,
3884,44463679,0.419464,0.802925,
3885,44474591,0.4202,0.80268,
3886,44485111,0.420877,0.802597,
3887,44497087,0.421735,0.802829,
3888,44507894,0.42263,0.80346,
3889,44518401,0.42348,0.804008,
3890,44530391,0.423958,0.804376,
3891,44541203,0.424275,0.804708,
3892,44551643,0.424501,0.804998,
3893,44563636,0.424799,0.805854,
3894,44574554,0.424727,0.807212,
3895,44585046,0.424217,0.809031,
3896,44596902,0.423313,0.810744,
3897,44607947,0.422368,0.812317,
3898,44618318,0.421527,0.814001,
3899,44630223,0.420642,0.815704,
3900,44641102,0.419596,0.817465,
3901,44651692,0.41859,0.819209,
3902,44663565,0.417844,0.820977,
3903,44674498,0.417313,0.8227,
3904,44684989,0.416822,0.824347,
3905,44696899,0.416334,0.826303,
3906,44707743,0.416046,0.828048,
3907,44718115,0.415782,0.829521,
3908,44730096,0.415692,0.830423,
3909,44741063,0.415165,0.830906,
3910,44751568,0.414728,0.831222,
3911,44763437,0.414072,0.831307,
3912,44774327,0.413582,0.831454,
3913,44784942,0.4136,0.831723,
3914,44796856,0.416759,0.832037,
3915,44807781,0.424116,0.832156,
3916,44818188,0.43424,0.831882,
3917,44830161,0.444256,0.831983,
3918,44840995,0.4532,0.832096,
3919,44851470,0.461124,0.83216,
3920,44863509,0.468082,0.831998,
3921,44874258,0.474031,0.831887,
3922,44884794,0.479436,0.831536,
3923,44896738,0.484334,0.831169,
3924,44907526,0.489164,0.830865,
3925,44918052,0.493489,0.830919,
3926,44930037,0.497024,0.83102,
3927,44940874,0.500109,0.831297,
3928,44951369,0.503159,0.831642,
3929,44963344,0.506262,0.832019,
3930,44974180,0.509149,0.832299,
3931,44984657,0.512456,0.832244,
3932,44996600,0.516414,0.831818,
3933,45007566,0.521184,0.831248,
3934,45017843,0.525712,0.83083,
3935,45029909,0.529887,0.830628,
3936,45040813,0.533674,0.830255,
3937,45051315,0.537121,0.829666,
3938,45063066,0.540287,0.82924,
3939,45074028,0.54313,0.82907,
3940,45084135,0.5456,0.833809,
3941,45094386,0.547071,0.842575,
3942,45105651,0.521693,0.993865,
3943,45206459,0.572947,1.0702,
3944,45217351,0.551533,1.00332,
3945,45229319,0.553288,0.995337,
3946,45240514,0.553567,0.971121,
3947,45251111,0.553317,0.950228,
3948,45262950,0.552565,0.932702,
3949,45273986,0.552259,0.920612,
3950,45284223,0.552178,0.909475,
3951,45296346,0.552239,0.899263,
3952,45307177,0.552108,0.890392,
3953,45317681,0.551908,0.882336,
3954,45329600,0.551286,0.875212,
3955,45340486,0.550898,0.868538,
3956,45351021,0.550509,0.862374,
3957,45362888,0.550423,0.857287,
3958,45373772,0.550181,0.853224,
3959,45384211,0.550047,0.849438,
3960,45396295,0.549971,0.845614,
3961,45407096,0.549976,0.84171,
3962,45417460,0.549888,0.838345,
3963,45429574,0.549836,0.835559,
3964,45440455,0.549616,0.832956,
3965,45450764,0.549433,0.83065,
3966,45462786,0.54892,0.828166,
3967,45473732,0.548517,0.826212,
3968,45484082,0.548058,0.824414,
3969,45496068,0.547604,0.822792,
3970,45507067,0.546998,0.821692,
3971,45517476,0.545796,0.821413,
3972,45529475,0.544231,0.822269,
3973,45540386,0.542489,0.823384,
3974,45550863,0.540989,0.824426,
3975,45562775,0.539501,0.825178,
3976,45573700,0.537988,0.826107,
3977,45584060,0.536604,0.827002,
3978,45596092,0.53544,0.827829,
3979,45606868,0.534571,0.82837,
3980,45617320,0.533824,0.828841,
3981,45629321,0.533451,0.829432,
3982,45640174,0.532743,0.829908,
3983,45650656,0.531946,0.83008,
3984,45662707,0.531184,0.830046,
3985,45673619,0.530828,0.830218,
3986,45684011,0.530593,0.830779,
3987,45695980,0.530015,0.831395,
3988,45706912,0.529404,0.832127,
3989,45717363,0.528858,0.832721,
3990,45729259,0.529145,0.833332,
3991,45740090,0.530335,0.834059,
3992,45750695,0.532327,0.834735,
3993,45762642,0.534608,0.835492,
3994,45773442,0.536811,0.836031,
3995,45783836,0.538901,0.836483,
3996,45795918,0.540534,0.837017,
3997,45806843,0.541938,0.837802,
3998,45817306,0.543243,0.838747,
3999,45829304,0.544764,0.839722,
4000,45840180,0.54606,0.840006,
4001,45850534,0.547432,0.840097,
4002,45862492,0.548212,0.840027,
4003,45873403,0.549312,0.840083,
4004,45883885,0.55027,0.84019,
4005,45895841,0.551627,0.840234,
4006,45906689,0.552569,0.840743,
4007,45917156,0.553506,0.841378,
4008,45929167,0.554011,0.842117,
4009,45939979,0.554683,0.842476,
4010,45950383,0.555248,0.842681,
4011,45962402,0.555092,0.842906,
4012,45973330,0.551348,0.842637,
4013,45983782,0.542808,0.841867,
4014,45995744,0.530787,0.840179,
4015,46006666,0.519966,0.83846,
4016,46017120,0.510787,0.836634,
4017,46028971,0.502311,0.834957,
4018,46039780,0.494609,0.833492,
4019,46050281,0.487794,0.832425,
4020,46062305,0.481985,0.831565,
4021,46073189,0.476759,0.830723,
4022,46083647,0.472029,0.829827,
4023,46095555,0.467852,0.829117,
4024,46106469,0.464139,0.828501,
4025,46116913,0.460644,0.827705,
4026,46128863,0.457296,0.826634,
4027,46139803,0.453846,0.825576,
4028,46150241,0.451046,0.824345,
4029,46162209,0.449483,0.818529,
4030,46173126,0.449357,0.806099,
4031,46183581,0.450195,0.788527,
4032,46195569,0.451308,0.77296,
4033,46206401,0.452614,0.75898,
4034,46216724,0.453971,0.746589,
4035,46228865,0.455354,0.735609,
4036,46239724,0.45657,0.726354,
4037,46250136,0.457643,0.718078,
4038,46262096,0.458507,0.710553,
4039,46273140,0.459263,0.703379,
4040,46283387,0.459819,0.696822,
4041,46295468,0.459997,0.690533,
4042,46306339,0.460306,0.685327,
4043,46316837,0.460681,0.681139,
4044,46328679,0.461233,0.677563,
4045,46339776,0.462445,0.669126,
4046,46350272,0.46455,0.653537,
4047,46362028,0.467798,0.631677,
4048,46373005,0.470809,0.612657,
4049,46383506,0.47386,0.59699,
4050,46395271,0.476414,0.584337,
4051,46406391,0.479064,0.573026,
4052,46416722,0.481278,0.563475,
4053,46428696,0.483449,0.555519,
4054,46439658,0.48541,0.548745,
4055,46449910,0.487288,0.542748,
4056,46461989,0.488814,0.537074,
4057,46472982,0.490298,0.531903,
4058,46483302,0.49163,0.527374,
4059,46495303,0.492953,0.523401,
4060,46506206,0.49412,0.519934,
4061,46516570,0.495087,0.516447,
4062,46528503,0.49608,0.513281,
4063,46539671,0.496959,0.510439,
4064,46549830,0.497807,0.508162,
4065,46561942,0.498516,0.50648,
4066,46572846,0.499361,0.504901,
4067,46583242,0.500088,0.503573,
4068,46595318,0.499994,0.50288,
4069,46606215,0.499095,0.502775,
4070,46616513,0.497797,0.503274,
4071,46628483,0.496695,0.503931,
4072,46639418,0.495595,0.505007,
4073,46649840,0.494472,0.506029,
4074,46661909,0.493424,0.506885,
4075,46672779,0.492568,0.507428,
4076,46683231,0.491741,0.507974,
4077,46695070,0.490838,0.508551,
4078,46706116,0.489758,0.509237,
4079,46716578,0.488815,0.509703,
4080,46728426,0.48807,0.510137,
4081,46739410,0.487576,0.510419,
4082,46749858,0.487087,0.51081,
4083,46761608,0.486526,0.511093,
4084,46772616,0.486076,0.51131,
4085,46783060,0.485624,0.51169,
4086,46795046,0.485434,0.51251,
4087,46806103,0.485185,0.513292,
4088,46816472,0.485037,0.513974,
4089,46828389,0.484904,0.514625,
4090,46839436,0.484651,0.515453,
4091,46849707,0.484322,0.516149,
4092,46861608,0.483987,0.516329,
4093,46872642,0.48359,0.516125,
4094,46883069,0.483261,0.515888,
4095,46894923,0.482791,0.515834,
4096,46905882,0.482472,0.515998,
4097,46916321,0.482106,0.516285,
4098,46928188,0.481755,0.516672,
4099,46939161,0.481376,0.517333,
4100,46949609,0.481021,0.517893,
4101,46961537,0.480894,0.518312,
4102,46972498,0.48081,0.518821,
4103,46982914,0.480842,0.519322,
4104,46994870,0.480676,0.520056,
4105,47005855,0.480676,0.520582,
4106,47016168,0.480653,0.521153,
4107,47028136,0.480569,0.521506,
4108,47039147,0.480729,0.521699,
4109,47049617,0.481308,0.521982,
4110,47061473,0.482321,0.522371,
4111,47072498,0.483187,0.522741,
4112,47082836,0.483944,0.522873,
4113,47094762,0.484724,0.522376,
4114,47105744,0.485876,0.521625,
4115,47116091,0.48699,0.520998,
4116,47128027,0.487967,0.520784,
4117,47139026,0.488511,0.521006,
4118,47149462,0.488944,0.521335,
4119,47161359,0.489197,0.521585,
4120,47172400,0.48967,0.521927,
4121,47182816,0.490165,0.522077,
4122,47194694,0.490704,0.522325,
4123,47205686,0.491136,0.522125,
4124,47216027,0.491577,0.521885,
4125,47227981,0.49216,0.521245,
4126,47238994,0.492549,0.520733,
4127,47249271,0.492867,0.520197,
4128,47261344,0.49338,0.520142,
4129,47272301,0.494095,0.520154,
4130,47282593,0.494799,0.520332,
4131,47294533,0.495333,0.520395,
4132,47305479,0.495642,0.520374,
4133,47315873,0.495929,0.520209,
4134,47327905,0.496117,0.520063,
4135,47338862,0.496301,0.520048,
4136,47349158,0.496489,0.519888,
4137,47361117,0.496544,0.519436,
4138,47372136,0.496591,0.518781,
4139,47382441,0.496666,0.518326,
4140,47394459,0.4968,0.518182,
4141,47405582,0.496957,0.518154,
4142,47415792,0.497138,0.517992,
4143,47427794,0.49722,0.518053,
4144,47438761,0.49752,0.51809,
4145,47449200,0.497676,0.518188,
4146,47461136,0.498079,0.518122,
4147,47472106,0.498338,0.518087,
4148,47482401,0.498638,0.518054,
4149,47494375,0.49916,0.518013,
4150,47505417,0.499748,0.517629,
4151,47515764,0.500357,0.517368,
4152,47527678,0.500476,0.517136,
4153,47538681,0.500422,0.51733,
4154,47549155,0.500346,0.51732,
4155,47561077,0.500412,0.516809,
4156,47571971,0.500756,0.516204,
4157,47582396,0.501073,0.515585,
4158,47594320,0.501348,0.515624,
4159,47605319,0.50158,0.51569,
4160,47615699,0.501783,0.515842,
4161,47627576,0.501989,0.515722,
4162,47638501,0.502145,0.515753,
4163,47649028,0.502347,0.515746,
4164,47660845,0.5026,0.515809,
4165,47672028,0.502649,0.51584,
4166,47682348,0.502753,0.51604,
4167,47694233,0.502948,0.516255,
4168,47705203,0.503086,0.516505,
4169,47715614,0.503204,0.516596,
4170,47727555,0.503281,0.516879,
4171,47738506,0.503345,0.517171,
4172,47749015,0.503464,0.517622,
4173,47760752,0.503883,0.517843,
4174,47771860,0.504347,0.517786,
4175,47782304,0.504725,0.517701,
4176,47794008,0.504807,0.517485,
4177,47805196,0.505119,0.517219,
4178,47815579,0.505386,0.516817,
4179,47827536,0.505456,0.516488,
4180,47838390,0.505219,0.516416,
4181,47848922,0.504995,0.516513,
4182,47860751,0.504969,0.516569,
4183,47871763,0.504907,0.516841,
4184,47882160,0.504827,0.51706,
4185,47894090,0.505061,0.517558,
4186,47904980,0.505607,0.517587,
4187,47915443,0.506149,0.517572,
4188,47927390,0.506549,0.517785,
4189,47938355,0.50764,0.517892,
4190,47948675,0.509315,0.51795,
4191,47960542,0.511128,0.517397,
4192,47971590,0.512552,0.517408,
4193,47981943,0.513923,0.517265,
4194,47993981,0.51577,0.517311,
4195,48004856,0.517514,0.516946,
4196,48015255,0.51904,0.516709,
4197,48027261,0.520354,0.51619,
4198,48038156,0.52165,0.515738,
4199,48048568,0.522891,0.515221,
4200,48060676,0.524273,0.514837,
4201,48071502,0.525505,0.514699,
4202,48081943,0.526735,0.514349,
4203,48093892,0.527593,0.5139,
4204,48104742,0.528325,0.513202,
4205,48115334,0.529007,0.512567,
4206,48127138,0.529455,0.51176,
4207,48138112,0.529851,0.511001,
4208,48148562,0.53016,0.510361,
4209,48160512,0.530433,0.510168,
4210,48171386,0.530764,0.51013,
4211,48181925,0.531147,0.510312,
4212,48193852,0.531845,0.510435,
4213,48204881,0.532294,0.510364,
4214,48215016,0.532734,0.510124,
4215,48227156,0.53284,0.509589,
4216,48238026,0.533086,0.509065,
4217,48248506,0.53337,0.508752,
4218,48260459,0.5339,0.509045,
4219,48271314,0.534696,0.509455,
4220,48281794,0.535418,0.50965,
4221,48293704,0.535746,0.509571,
4222,48304607,0.536066,0.509748,
4223,48315070,0.536297,0.510097,
4224,48326847,0.536748,0.510579,
4225,48337927,0.537268,0.510633,
4226,48348389,0.537794,0.510608,
4227,48360324,0.538296,0.510356,
4228,48371269,0.538617,0.510284,
4229,48381676,0.538957,0.510335,
4230,48393580,0.539377,0.510381,
4231,48404455,0.53973,0.510364,
4232,48414848,0.540024,0.510459,
4233,48426863,0.540203,0.510699,
4234,48437812,0.540445,0.511097,
4235,48448299,0.540719,0.511431,
4236,48460183,0.540823,0.511768,
4237,48471273,0.540703,0.512473,
4238,48481699,0.540625,0.513395,
4239,48493602,0.540631,0.514228,
4240,48504476,0.540856,0.514788,
4241,48514912,0.54103,0.515111,
4242,48526834,0.541363,0.515615,
4243,48537723,0.541735,0.51605,
4244,48548238,0.542077,0.516331,
4245,48560097,0.542546,0.516831,
4246,48571063,0.542958,0.517586,
4247,48581481,0.543356,0.518454,
4248,48593391,0.543685,0.51898,
4249,48604413,0.544173,0.519311,
4250,48614873,0.544571,0.519645,
4251,48626791,0.544844,0.520188,
4252,48637630,0.54504,0.520669,
4253,48648137,0.545286,0.521031,
4254,48659989,0.545455,0.52106,
4255,48671032,0.545264,0.521043,
4256,48681482,0.545149,0.521088,
4257,48693370,0.545132,0.520981,
4258,48704257,0.545448,0.520911,
4259,48714867,0.545674,0.52106,
4260,48726586,0.546133,0.521764,
4261,48737608,0.546493,0.522196,
4262,48748074,0.546876,0.522524,
4263,48759956,0.546323,0.521926,
4264,48770917,0.543501,0.519256,
4265,48781357,0.538035,0.513188,
4266,48793210,0.530301,0.503475,
4267,48804230,0.522568,0.494151,
4268,48814694,0.515291,0.486176,
4269,48826647,0.508438,0.479096,
4270,48837620,0.502358,0.472574,
4271,48847909,0.497077,0.465999,
4272,48859875,0.492642,0.460602,
4273,48870866,0.489021,0.455597,
4274,48881274,0.485582,0.451518,
4275,48893155,0.482132,0.447419,
4276,48904149,0.478636,0.443443,
4277,48914466,0.475601,0.439847,
4278,48926390,0.473016,0.43719,
4279,48937450,0.470345,0.433761,
4280,48947933,0.467389,0.428849,
4281,48959805,0.463834,0.421738,
4282,48970768,0.460144,0.414727,
4283,48981161,0.456454,0.408081,
4284,48993030,0.452941,0.401869,
4285,49004052,0.449628,0.396097,
4286,49014326,0.446509,0.391197,
4287,49026446,0.443856,0.386655,
4288,49037307,0.441653,0.382174,
4289,49047619,0.439882,0.377792,
4290,49059692,0.438183,0.374319,
4291,49070700,0.436381,0.372218,
4292,49081219,0.434454,0.37037,
4293,49093093,0.4326,0.368322,
4294,49103937,0.431059,0.365879,
4295,49114441,0.429741,0.363791,
4296,49126318,0.428499,0.361935,
4297,49137350,0.427232,0.360704,
4298,49147682,0.426042,0.359491,
4299,49159636,0.425039,0.358316,
4300,49170661,0.423681,0.356675,
4301,49180923,0.422059,0.354773,
4302,49192907,0.420065,0.353,
4303,49203795,0.418013,0.351415,
4304,49214222,0.415987,0.350012,
4305,49226179,0.414157,0.348535,
4306,49237227,0.412906,0.346878,
4307,49247557,0.411884,0.345471,
4308,49259521,0.410923,0.344192,
4309,49270574,0.409938,0.342933,
4310,49280983,0.409039,0.341772,
4311,49292685,0.408382,0.341739,
4312,49302680,0.407235,0.343323,
4313,49312304,0.405095,0.347764,
4314,49324184,0.35005,0.478184,
4315,49402934,0.483837,0.440014,
4316,49413863,0.4245,0.467665,
4317,49425891,0.422992,0.459987,
4318,49436823,0.419963,0.446998,
4319,49447383,0.417245,0.430636,
4320,49459321,0.414654,0.41641,
4321,49470149,0.412452,0.404554,
4322,49480764,0.410384,0.394828,
4323,49492573,0.408638,0.386502,
4324,49503668,0.407167,0.378914,
4325,49514051,0.405847,0.371688,
4326,49525922,0.404824,0.365013,
4327,49536947,0.403524,0.358661,
4328,49547419,0.402192,0.353168,
4329,49559316,0.40097,0.348502,
4330,49570261,0.399827,0.344727,
4331,49580663,0.398852,0.341409,
4332,49592561,0.399083,0.338817,
4333,49603539,0.400641,0.336415,
4334,49613925,0.403129,0.334562,
4335,49625892,0.405414,0.333232,
4336,49636752,0.407302,0.332388,
4337,49647298,0.409071,0.331566,
4338,49659128,0.410547,0.330134,
4339,49670115,0.412091,0.328137,
4340,49680613,0.413418,0.326239,
4341,49692529,0.414679,0.32472,
4342,49703502,0.415821,0.323697,
4343,49713894,0.417004,0.322655,
4344,49725810,0.418142,0.321658,
4345,49736828,0.419384,0.320698,
4346,49747152,0.420487,0.319957,
4347,49759130,0.421417,0.319334,
4348,49770086,0.422112,0.318864,
4349,49780420,0.422758,0.318256,
4350,49792402,0.42339,0.317995,
4351,49803404,0.423991,0.317843,
4352,49813814,0.424488,0.317689,
4353,49825711,0.424979,0.317631,
4354,49836716,0.425264,0.317357,
4355,49847035,0.424747,0.317242,
4356,49859059,0.423115,0.316646,
4357,49869993,0.420753,0.316264,
4358,49880390,0.418753,0.315739,
4359,49892342,0.417104,0.315022,
4360,49903345,0.415751,0.31405,
4361,49913611,0.414343,0.313202,
4362,49925691,0.412917,0.312633,
4363,49936687,0.411543,0.31242,
4364,49946970,0.410477,0.312482,
4365,49958880,0.409596,0.3124,
4366,49969877,0.408404,0.312247,
4367,49980305,0.407115,0.311626,
4368,49992246,0.406225,0.311032,
4369,50003242,0.405643,0.31003,
4370,50013683,0.40514,0.309314,
4371,50025463,0.404329,0.309041,
4372,50036547,0.403614,0.30941,
4373,50046847,0.402849,0.310187,
4374,50058846,0.401986,0.31063,
4375,50069901,0.401375,0.31092,
4376,50080153,0.400873,0.310888,
4377,50092191,0.400674,0.311019,
4378,50103099,0.400436,0.310934,
4379,50113542,0.400228,0.311101,
4380,50125528,0.400022,0.311463,
4381,50136318,0.399605,0.312372,
4382,50146819,0.399103,0.313073,
4383,50158691,0.39861,0.313458,
4384,50169700,0.398248,0.31357,
4385,50180202,0.398015,0.313854,
4386,50192087,0.39786,0.31413,
4387,50203008,0.397453,0.314646,
4388,50213389,0.39722,0.315071,
4389,50225340,0.396869,0.315495,
4390,50236324,0.396869,0.315904,
4391,50246765,0.396716,0.31643,
4392,50258572,0.396886,0.31739,
4393,50269685,0.398224,0.318812,
4394,50280040,0.40186,0.320086,
4395,50291975,0.407568,0.321199,
4396,50302818,0.413876,0.32134,
4397,50313197,0.419404,0.321418,
4398,50325201,0.424389,0.321442,
4399,50336226,0.428692,0.321598,
4400,50346626,0.432559,0.3217,
4401,50358491,0.436105,0.321991,
4402,50369559,0.43949,0.322176,
4403,50379926,0.442618,0.322413,
4404,50391558,0.445397,0.322609,
4405,50402836,0.447791,0.323225,
4406,50413299,0.449995,0.324018,
4407,50425168,0.452097,0.324747,
4408,50436129,0.453626,0.325438,
4409,50446488,0.454968,0.326163,
4410,50458227,0.456401,0.327026,
4411,50469472,0.457982,0.327594,
4412,50479774,0.459413,0.327999,
4413,50491551,0.46027,0.328369,
4414,50502755,0.459428,0.329677,
4415,50513024,0.456974,0.331692,
4416,50524844,0.452676,0.334121,
4417,50535977,0.449039,0.336355,
4418,50546391,0.445566,0.338414,
4419,50558208,0.442492,0.340426,
4420,50569332,0.439551,0.342117,
4421,50579737,0.436875,0.343461,
4422,50591452,0.434538,0.344544,
4423,50602577,0.432368,0.345322,
4424,50613103,0.430487,0.346081,
4425,50624878,0.428665,0.346598,
4426,50635989,0.426935,0.347087,
4427,50646346,0.425344,0.347475,
4428,50658096,0.423919,0.347897,
4429,50669193,0.422543,0.348515,
4430,50679717,0.421112,0.348988,
4431,50691371,0.419715,0.349489,
4432,50702540,0.418558,0.349613,
4433,50712847,0.417584,0.349603,
4434,50724703,0.416709,0.349369,
4435,50735845,0.415642,0.34922,
4436,50746114,0.414724,0.349074,
4437,50758019,0.414049,0.349321,
4438,50769067,0.413502,0.349724,
4439,50779580,0.412974,0.35019,
4440,50791325,0.412167,0.349989,
4441,50802574,0.411403,0.349545,
4442,50812811,0.410723,0.348996,
4443,50824603,0.410258,0.348901,
4444,50835780,0.409596,0.349211,
4445,50846256,0.408935,0.349491,
4446,50857951,0.408369,0.349391,
4447,50868983,0.4083,0.348596,
4448,50879437,0.408125,0.346232,
4449,50891257,0.407825,0.342535,
4450,50902458,0.407378,0.338162,
4451,50912820,0.406985,0.334613,
4452,50924497,0.406689,0.331475,
4453,50935608,0.406318,0.328458,
4454,50945971,0.405994,0.325319,
4455,50957812,0.40576,0.322743,
4456,50969051,0.405616,0.320322,
4457,50979356,0.405462,0.317912,
4458,50991175,0.405176,0.315124,
4459,51002353,0.404969,0.312662,
4460,51012570,0.404841,0.31087,
4461,51024434,0.40468,0.309688,
4462,51035592,0.404358,0.308208,
4463,51045990,0.404086,0.30671,
4464,51057765,0.403786,0.304828,
4465,51068947,0.403477,0.3033,
4466,51079315,0.40308,0.301591,
4467,51091083,0.402717,0.300326,
4468,51102173,0.402718,0.299175,
4469,51112641,0.402701,0.29817,
4470,51124465,0.402807,0.297033,
4471,51135501,0.402764,0.295905,
4472,51146078,0.402761,0.294869,
4473,51157733,0.40284,0.294239,
4474,51168803,0.402739,0.293852,
4475,51179176,0.402645,0.293713,
4476,51190924,0.402472,0.293694,
4477,51202068,0.402513,0.293622,
4478,51212580,0.402544,0.293376,
4479,51224368,0.404474,0.293831,
4480,51235362,0.408501,0.29513,
4481,51245887,0.415013,0.297425,
4482,51257477,0.42104,0.299501,
4483,51268768,0.426782,0.301207,
4484,51279016,0.431802,0.302891,
4485,51290866,0.436309,0.304797,
4486,51302111,0.440342,0.306611,
4487,51312537,0.444058,0.308338,
4488,51324239,0.44785,0.309792,
4489,51335272,0.451209,0.311307,
4490,51345668,0.454205,0.312543,
4491,51357435,0.456619,0.313578,
4492,51368665,0.45883,0.314423,
4493,51379002,0.460892,0.315494,
4494,51390692,0.462991,0.316744,
4495,51402013,0.464541,0.318127,
4496,51412470,0.465838,0.319331,
4497,51423930,0.466891,0.320736,
4498,51435260,0.468179,0.321969,
4499,51445618,0.469418,0.323163,
4500,51457297,0.470474,0.323987,
4501,51468547,0.471598,0.324692,
4502,51479002,0.472628,0.325208,
4503,51490789,0.473547,0.325545,
4504,51501855,0.474322,0.325844,
4505,51512174,0.475018,0.326261,
4506,51523952,0.475889,0.326917,
4507,51535185,0.476479,0.327713,
4508,51545556,0.477043,0.328231,
4509,51557305,0.47757,0.32875,
4510,51568602,0.477955,0.329042,
4511,51578886,0.478326,0.329414,
4512,51590592,0.478448,0.32941,
4513,51601786,0.478819,0.329463,
4514,51612142,0.479117,0.329283,
4515,51623885,0.4796,0.32907,
4516,51635113,0.480577,0.328972,
4517,51645363,0.481951,0.329183,
4518,51657128,0.483435,0.33004,
4519,51668390,0.485048,0.330551,
4520,51678832,0.486578,0.331032,
4521,51690677,0.487962,0.330755,
4522,51701770,0.48881,0.330762,
4523,51712100,0.489549,0.330689,
4524,51723829,0.49048,0.331067,
4525,51734902,0.491563,0.331337,
4526,51745419,0.492557,0.331878,
4527,51757124,0.493287,0.332253,
4528,51768302,0.493995,0.332407,
4529,51778590,0.494668,0.33242,
4530,51790565,0.495192,0.331908,
4531,51801690,0.49551,0.33123,
4532,51811883,0.495777,0.330353,
4533,51823790,0.49607,0.329689,
4534,51834750,0.496317,0.329315,
4535,51845164,0.496559,0.328988,
4536,51856949,0.496696,0.328641,
4537,51867998,0.496705,0.330346,
4538,51877443,0.496439,0.333071,
4539,51888293,0.496662,0.341007,
4540,51989727,0.499365,0.385018,
4541,52001017,0.499022,0.383497,
4542,52011412,0.498691,0.38169,
4543,52023419,0.49772,0.377329,
4544,52034673,0.497115,0.373939,
4545,52045154,0.49657,0.370223,
4546,52056970,0.49619,0.36661,
4547,52068002,0.495821,0.363261,
4548,52078440,0.495342,0.360218,
4549,52090269,0.495195,0.358006,
4550,52101357,0.495092,0.356203,
4551,52111604,0.495138,0.35457,
4552,52123472,0.49487,0.352738,
4553,52134619,0.494313,0.351442,
4554,52145002,0.493724,0.350169,
4555,52156804,0.493168,0.349054,
4556,52167947,0.492582,0.347914,
4557,52178211,0.49053,0.34753,
4558,52189964,0.485877,0.347355,
4559,52201337,0.478915,0.347505,
4560,52211634,0.471837,0.34763,
4561,52223440,0.465144,0.34766,
4562,52234523,0.459116,0.347772,
4563,52244952,0.453411,0.347928,
4564,52256618,0.448321,0.347924,
4565,52268003,0.443408,0.348156,
4566,52278240,0.439148,0.348401,
4567,52289936,0.435187,0.348985,
4568,52301326,0.431676,0.349504,
4569,52311464,0.428461,0.349994,
4570,52323292,0.425483,0.350268,
4571,52334652,0.423216,0.350231,
4572,52344840,0.421077,0.350205,
4573,52356468,0.41927,0.350538,
4574,52367803,0.417673,0.350804,
4575,52378142,0.41628,0.350761,
4576,52390017,0.414847,0.350705,
4577,52401040,0.413098,0.350985,
4578,52411437,0.411411,0.351437,
4579,52423246,0.409809,0.35164,
4580,52434434,0.408354,0.351974,
4581,52444651,0.407044,0.352181,
4582,52456512,0.40581,0.352035,
4583,52467863,0.404573,0.351708,
4584,52478065,0.403363,0.35138,
4585,52489798,0.402374,0.351174,
4586,52500984,0.401387,0.351074,
4587,52511404,0.400481,0.351237,
4588,52523081,0.399657,0.351715,
4589,52534333,0.399017,0.352244,
4590,52544703,0.398532,0.35263,
4591,52556493,0.398018,0.353023,
4592,52567521,0.397662,0.352963,
4593,52577978,0.397216,0.35294,
4594,52589736,0.39667,0.352669,
4595,52600949,0.395915,0.352575,
4596,52611257,0.395268,0.352432,
4597,52623009,0.394792,0.352344,
4598,52634273,0.394577,0.352098,
4599,52644510,0.394417,0.351763,
4600,52656334,0.39432,0.351403,
4601,52667519,0.394211,0.351042,
4602,52677915,0.393999,0.350818,
4603,52689683,0.393879,0.350814,
4604,52700782,0.393615,0.350801,
